ORIGIN_AIRPORT,DESTINATION_AIRPORT,num_voli,mean_scheduled_time
CHS,LGA,141,117.53191489361703
CHS,MDW,538,132.35130111524163
CHS,MIA,251,101.28286852589642
CHS,ORD,938,140.3582089552239
CID,ATL,876,120.19406392694064
CID,DEN,801,131.99500624219726
CID,DFW,994,130.30885311871228
CID,DTW,687,95.33333333333333
CID,MSP,710,66.89295774647887
CID,ORD,2600,71.21653846153846
CIU,DTW,600,78.85833333333333
CLD,LAX,637,46.218210361067506
CLE,ATL,2841,113.26469552974305
CLE,BDL,129,87.7984496124031
CLE,BNA,790,97.11392405063292
CLE,BOS,1798,106.00667408231368
CLE,BWI,1168,77.32876712328768
CLE,CLT,1150,99.26782608695652
CLE,DCA,1368,80.44371345029239
CLE,DEN,1236,202.09546925566343
CLE,DFW,1543,179.2696046662346
CLE,DTW,617,57.71312803889789
CLE,EWR,1514,97.32760898282694
CLE,FLL,826,173.10532687651332
CLE,IAD,353,78.86968838526913
CLE,IAH,1145,189.0349344978166
CLE,JFK,290,99.96206896551725
CLE,LAS,1375,274.432
CLE,LAX,803,306.83686176836864
CLE,LGA,2530,97.61620553359684
CLE,MCO,1380,145.73333333333332
CLE,MDW,1790,79.39944134078212
CLE,MIA,254,174.72834645669292
CLE,MKE,756,83.92328042328042
CLE,MSP,747,124.42436412315931
CLE,MYR,169,102.62721893491124
CLE,ORD,4015,90.67696139476962
CLE,PHL,103,84.86407766990291
CLE,PHX,725,271.8151724137931
CLE,RDU,382,86.18586387434554
CLE,RSW,619,167.50242326332796
CLE,SEA,151,292.21854304635764
CLE,SFO,442,325.3868778280543
CLE,STL,481,102.04365904365905
CLE,TPA,534,151.85767790262173
CLL,DFW,1537,60.70917371502928
CLL,IAH,692,42.164739884393065
CLT,ABQ,95,222.76842105263157
CLT,ALB,701,117.87589158345222
CLT,ATL,6279,78.26532887402453
CLT,AUS,422,176.01184834123222
CLT,BDL,1605,114.97009345794393
CLT,BNA,1282,81.9188767550702
CLT,BOS,3534,127.98019241652518
CLT,BUF,1199,99.57714762301919
CLT,BWI,3349,86.7258883248731
CLT,CHS,195,55.728205128205126
CLT,CLE,1152,94.77256944444444
CLT,CVG,83,88.32530120481928
CLT,DAL,114,172.67543859649123
CLT,DCA,2435,79.7305954825462
CLT,DEN,1893,218.6608557844691
CLT,DFW,3995,170.75193992490614
CLT,DTW,3077,108.98537536561587
CLT,EWR,4034,109.762270699058
CLT,FLL,2423,119.01073049938093
CLT,GSO,143,48.13286713286713
CLT,HOU,378,166.52116402116403
CLT,IAH,3569,164.9677780891006
CLT,ILM,162,54.49382716049383
CLT,IND,534,99.4119850187266
CLT,JAX,2080,79.10576923076923
CLT,JFK,2527,109.8781163434903
CLT,LAS,1549,289.91994835377665
CLT,LAX,1955,321.1309462915601
CLT,LGA,3529,108.85548313969963
CLT,MCI,1240,149.4524193548387
CLT,MCO,2950,97.8657627118644
CLT,MDT,123,84.21138211382114
