ORIGIN_AIRPORT,DESTINATION_AIRPORT,num_voli,mean_scheduled_time
CLT,MDW,625,121.568
CLT,MEM,684,105.7719298245614
CLT,MIA,2965,122.67183811129848
CLT,MSP,2128,165.4765037593985
CLT,MSY,1514,119.46961690885072
CLT,ORD,4573,129.09599825060135
CLT,ORF,599,65.17696160267111
CLT,PBI,1609,110.02548166563082
CLT,PDX,254,337.2244094488189
CLT,PHL,3363,96.40826642878382
CLT,PHX,2838,270.9492600422833
CLT,PIT,2454,83.71067644661777
CLT,PVD,1038,115.60982658959537
CLT,PWM,329,127.98176291793312
CLT,RDU,2111,52.47939365229749
CLT,RIC,1340,63.97910447761194
CLT,ROC,308,103.52922077922078
CLT,RSW,1723,114.93615786419036
CLT,SAN,714,308.1652661064426
CLT,SAT,358,183.1145251396648
CLT,SEA,836,338.78468899521533
CLT,SFO,1815,337.2694214876033
CLT,SGF,113,141.0
CLT,SJU,709,222.75881523272216
CLT,SLC,617,273.1507293354943
CLT,SMF,195,324.65641025641025
CLT,STL,940,118.82978723404256
CLT,STT,362,219.20165745856355
CLT,SYR,591,105.46531302876481
CLT,TPA,2849,100.41874341874342
CLT,TTN,293,97.71672354948805
CMH,ATL,3258,100.02547575199509
CMH,BNA,614,79.89413680781759
CMH,BOS,215,117.46511627906976
CMH,BWI,1406,75.70768136557611
CMH,DAL,237,158.45991561181435
CMH,DCA,292,76.07876712328768
CMH,DEN,884,195.54298642533936
CMH,DFW,1486,169.47375504710632
CMH,DTW,154,68.46103896103897
CMH,EWR,865,106.77225433526011
CMH,FLL,310,165.11290322580646
CMH,IAH,926,176.06695464362852
CMH,JFK,550,109.74
CMH,LAS,621,267.76972624798714
CMH,LAX,585,299.37264957264955
CMH,LGA,1341,101.23564504101417
CMH,MCO,1048,134.83396946564886
CMH,MDW,1814,72.97133406835722
CMH,MIA,586,165.14163822525597
CMH,MSP,469,123.03837953091684
CMH,OAK,114,315.17543859649123
CMH,ORD,3169,88.06153360681603
CMH,PHX,1051,260.2987630827783
CMH,RSW,480,152.75
CMH,STL,589,87.01188455008489
CMH,TPA,674,136.06824925816025
CMI,DFW,326,140.71472392638037
CMI,ORD,1709,66.57811585722645
CMX,ORD,634,91.81072555205047
CNY,SLC,205,69.0
COD,DEN,310,91.37096774193549
COD,SLC,338,75.0
COS,ATL,305,172.92459016393443
COS,DEN,2055,49.194647201946474
COS,DFW,1064,113.19360902255639
COS,IAH,887,137.3675310033822
COS,LAX,642,158.72429906542055
COS,ORD,926,155.93952483801297
COS,SEA,329,183.33434650455928
COS,SLC,593,106.25969645868466
COU,DFW,638,110.02978056426332
COU,ORD,622,84.41157556270096
CPR,DEN,940,67.1404255319149
CPR,SLC,817,84.65483476132191
CRP,DFW,1438,84.3191933240612
CRP,HOU,1240,52.54032258064516
CRP,IAH,2102,62.42959086584206
CRW,ATL,1298,85.93605546995377
CRW,DFW,141,170.05673758865248
CRW,IAH,277,169.985559566787
CRW,MYR,64,69.46875
CRW,ORD,561,94.46167557932264
CSG,ATL,1063,45.444967074317965
CVG,ATL,2368,95.2795608108108
CVG,BNA,348,68.14367816091954
CVG,BOS,280,127.17142857142858
CVG,CLT,85,87.63529411764706
CVG,DEN,871,183.49827784156142
CVG,DFW,2049,158.55148853099072
CVG,DTW,442,70.47511312217195
CVG,EWR,1398,118.00929899856939
CVG,FLL,491,151.06720977596743
CVG,GRR,168,67.79761904761905
CVG,IAD,72,89.16666666666667
CVG,IAH,1080,157.575
CVG,JFK,315,124.02222222222223
CVG,LAS,644,250.43944099378882
CVG,LAX,533,289.17636022514074
CVG,LGA,100,118.23
CVG,MCI,72,109.22222222222223
CVG,MCO,889,127.533183352081
CVG,MEM,107,92.26168224299066
CVG,MIA,605,155.9702479338843
CVG,MKE,348,80.07183908045977
CVG,MSP,381,121.19160104986877
CVG,ORD,3964,81.42381432896065
CVG,PHX,98,244.07142857142858
CVG,RSW,420,141.87857142857143
CVG,SEA,132,286.9469696969697
CVG,SFO,231,299.14285714285717
CVG,SLC,521,231.05374280230328
CVG,TPA,314,126.93630573248407
CVG,XNA,185,111.27027027027027
CWA,ORD,1352,73.79955621301775
DAB,ATL,1486,89.00336473755047
DAL,ABQ,1562,106.75416133162612
DAL,AMA,1201,70.70774354704413
DAL,ATL,2853,126.2429022082019
DAL,AUS,3851,52.18254998701636
DAL,BHM,680,92.78676470588235
DAL,BNA,893,101.494960806271
DAL,BOS,114,209.64912280701753
DAL,BWI,1082,173.71072088724583
DAL,CHS,131,150.0763358778626
DAL,CLT,114,147.14912280701753
DAL,CMH,237,138.83966244725738
DAL,DCA,2476,165.9903069466882
DAL,DEN,1489,124.24110141034251
DAL,DTW,113,155.0
DAL,ECP,152,112.59868421052632
DAL,ELP,1274,102.43720565149137
DAL,FLL,858,160.36713286713288
DAL,HOU,6111,63.514972999509084
DAL,IAH,468,66.60042735042735
DAL,ICT,590,70.33050847457628
DAL,IND,237,122.44725738396625
DAL,LAS,1425,174.23157894736843
DAL,LAX,2465,196.4766734279919
DAL,LBB,1548,64.99354005167959
DAL,LGA,2504,196.2523961661342
DAL,LIT,1009,62.254707631318134
DAL,MAF,1488,69.22379032258064
DAL,MCI,2151,85.63458856345886
DAL,MCO,1010,149.46039603960395
DAL,MDW,1952,131.62909836065575
DAL,MEM,464,83.51293103448276
DAL,MKE,238,137.62605042016807
DAL,MSY,2385,79.25157232704403
DAL,OAK,591,228.57021996615904
DAL,OKC,934,50.0
DAL,OMA,114,105.0
DAL,PDX,237,241.47679324894514
DAL,PHL,114,187.32456140350877
DAL,PHX,1456,153.91826923076923
DAL,PIT,113,155.0
DAL,RDU,114,152.32456140350877
DAL,SAN,718,185.96100278551532
DAL,SAT,3011,61.92128860843574
DAL,SEA,343,252.5801749271137
DAL,SFO,1314,226.6704718417047
DAL,SJC,295,222.88135593220338
DAL,SLC,114,167.67543859649123
DAL,SMF,237,219.873417721519
DAL,SNA,534,190.42134831460675
DAL,STL,2088,95.45498084291188
DAL,TPA,670,137.6865671641791
DAL,TUL,936,56.89636752136752
DAY,ATL,1302,104.54377880184332
DAY,BWI,687,83.36972343522562
DAY,DEN,428,183.59579439252337
DAY,DFW,919,161.56692056583242
DAY,DTW,382,67.18586387434554
DAY,EWR,725,108.28965517241379
DAY,LGA,378,114.19047619047619
DAY,MCO,345,137.44927536231884
DAY,MSP,599,119.64106844741235
DAY,ORD,2599,75.92651019622932
DAY,TPA,117,131.53846153846155
DBQ,ORD,894,63.56711409395973
DCA,ATL,6392,117.9037859824781
DCA,AUS,330,219.78787878787878
DCA,BDL,653,80.06278713629403
DCA,BNA,962,113.34511434511434
DCA,BOS,7506,86.83639754862776
DCA,CAK,263,74.50570342205323
DCA,CHS,645,98.57984496124031
DCA,CLE,1366,83.20497803806735
DCA,CLT,2473,89.38536190861302
DCA,CMH,290,82.03448275862068
DCA,DAL,2464,201.50243506493507
DCA,DEN,1313,237.4889565879665
DCA,DFW,3130,208.38019169329073
DCA,DTW,1701,94.79482657260435
DCA,EWR,1415,73.77879858657244
DCA,FLL,2451,157.62872297021624
DCA,HOU,1230,208.46260162601627
DCA,IAH,2010,204.99900497512436
DCA,IND,702,106.26780626780626
DCA,JAX,666,122.91591591591592
DCA,JFK,919,81.16322089227421
DCA,LAS,325,321.1723076923077
DCA,LAX,995,355.8140703517588
DCA,LGA,4058,82.01256776737308
DCA,MCI,633,170.32069510268562
DCA,MCO,3321,143.02288467329117
DCA,MDW,2775,125.2190990990991
DCA,MIA,2946,164.0600814663951
DCA,MKE,955,124.52879581151832
DCA,MSP,1649,163.98544572468163
DCA,MSY,701,170.25249643366618
DCA,ORD,5775,130.8687445887446
DCA,PBI,967,153.48914167528437
DCA,PDX,334,355.3502994011976
DCA,PHL,101,67.07920792079207
DCA,PHX,970,304.1556701030928
DCA,RSW,804,158.82089552238807
DCA,SEA,657,352.81430745814305
DCA,SFO,659,367.32928679817906
DCA,SJU,333,225.87087087087087
DCA,SLC,629,285.29888712241655
DCA,STL,960,134.35104166666667
DCA,TPA,2666,145.01012753188297
DEN,ABQ,1645,76.92036474164134
DEN,AMA,555,74.33513513513513
DEN,ANC,418,341.94736842105266
DEN,ASE,1041,47.886647454370795
DEN,ATL,5068,174.48145224940805
DEN,AUS,2936,125.64611716621253
DEN,BDL,340,217.96470588235294
DEN,BFL,601,153.49251247920134
DEN,BHM,330,158.13939393939393
DEN,BIL,1100,92.85727272727273
DEN,BIS,1267,97.96606156274665
DEN,BNA,2058,149.13751214771622
DEN,BOI,1939,120.78133058277463
DEN,BOS,2381,233.81310373792525
DEN,BUR,1247,149.40497193263832
DEN,BWI,1885,202.69761273209548
DEN,BZN,856,105.08644859813084
DEN,CAK,272,168.69485294117646
DEN,CID,666,114.35135135135135
DEN,CLE,1363,173.0300807043287
DEN,CLT,1888,192.19385593220338
DEN,CMH,694,165.9092219020173
DEN,COD,306,87.66339869281046
DEN,COS,2036,41.07514734774067
DEN,CPR,939,64.3929712460064
DEN,CUN,1,191.0
DEN,CVG,966,156.23498964803312
DEN,DAL,1469,114.00272294077604
DEN,DAY,485,153.7958762886598
DEN,DCA,1315,197.8403041825095
DEN,DFW,6069,117.00790904597133
DEN,DIK,332,98.73795180722891
DEN,DRO,562,68.81138790035587
DEN,DSM,965,100.72124352331606
DEN,DTW,2663,167.41945174615097
DEN,ELP,916,108.08187772925764
DEN,EUG,624,173.50641025641025
DEN,EWR,2566,224.3597038191738
DEN,FAR,1217,113.14543960558751
DEN,FAT,1002,144.8243512974052
DEN,FCA,769,137.32899869960988
DEN,FLL,1211,227.53509496284062
DEN,FSD,1304,92.49156441717791
DEN,GCC,630,81.24126984126984
DEN,GEG,1330,142.65714285714284
DEN,GJT,451,61.3059866962306
DEN,GRR,693,149.03896103896105
DEN,GSO,133,188.18045112781954
DEN,GTF,762,117.99475065616798
DEN,GUC,265,57.50188679245283
DEN,HDN,92,54.43478260869565
DEN,HLN,331,112.5558912386707
DEN,HNL,333,445.9009009009009
DEN,HOU,1754,140.55302166476625
DEN,HSV,145,151.4896551724138
DEN,HYS,564,74.59042553191489
DEN,IAD,3148,198.84116899618806
DEN,IAH,4801,140.90147885857112
DEN,ICT,831,83.51744885679904
DEN,IDA,897,99.07803790412486
DEN,IND,1882,142.7221041445271
DEN,ISN,1140,109.63245614035088
DEN,JAC,938,88.51599147121536
DEN,JAX,338,191.92307692307693
DEN,JFK,815,225.54233128834355
DEN,JMS,515,112.26601941747573
DEN,KOA,86,457.43023255813955
DEN,LAR,564,53.086879432624116
DEN,LAS,6234,114.38787295476419
DEN,LAX,5658,149.9245316366207
DEN,LBB,595,87.37983193277311
DEN,LFT,180,164.60555555555555
DEN,LGA,3233,227.04701515620167
DEN,LIT,617,126.15072933549433
DEN,LNK,757,83.73844121532365
DEN,MAF,1072,103.38432835820896
DEN,MCI,2090,93.83014354066985
DEN,MCO,2894,210.67484450587423
DEN,MDW,2674,138.9973821989529
DEN,MEM,689,137.38171262699564
DEN,MFR,518,166.55405405405406
DEN,MIA,1338,228.93273542600897
DEN,MKE,2028,138.10059171597632
DEN,MLI,186,122.41935483870968
DEN,MOT,1011,111.9297725024728
DEN,MSN,712,128.0884831460674
DEN,MSO,561,127.32442067736186
DEN,MSP,5481,116.12461229702609
DEN,MSY,1549,153.770819883796
DEN,MTJ,452,58.5929203539823
DEN,OAK,1232,159.46428571428572
DEN,OGG,172,452.22093023255815
DEN,OKC,1780,92.16292134831461
DEN,OMA,2034,84.97443461160276
DEN,ONT,1152,139.4609375
DEN,ORD,5516,147.252538071066
DEN,PBI,74,219.22972972972974
DEN,PDX,3428,166.44515752625438
DEN,PHL,2108,213.06451612903226
DEN,PHX,7177,114.35404765222238
DEN,PIT,997,178.70812437311935
DEN,PSC,696,151.8117816091954
DEN,PSP,983,138.95422177009155
DEN,PUB,256,49.1484375
DEN,RAP,582,71.55326460481099
DEN,RDM,472,159.38771186440678
DEN,RDU,900,195.38
DEN,RKS,620,72.48064516129033
DEN,RNO,1366,139.89385065885799
DEN,RSW,383,214.2140992167102
DEN,SAF,289,68.83737024221453
DEN,SAN,3900,142.08897435897435
DEN,SAT,1720,127.72209302325581
DEN,SBA,645,158.14263565891474
DEN,SDF,589,150.40067911714772
DEN,SEA,5117,173.23509869063903
DEN,SFO,5331,162.71862689926843
DEN,SGF,601,109.12479201331115
DEN,SGU,582,104.48969072164948
DEN,SHV,314,130.30254777070064
DEN,SJC,2106,159.0118708452042
DEN,SLC,5833,89.97925595748329
DEN,SMF,2387,155.95224130708002
DEN,SNA,3330,143.43483483483485
DEN,STL,1830,118.09945355191257
DEN,SUN,110,110.9
DEN,TPA,1578,201.7591888466413
DEN,TUL,1474,95.34667571234735
DEN,TUS,1850,120.73351351351351
DEN,TYS,279,163.74551971326164
DEN,XNA,361,110.55124653739612
DFW,ABI,2258,52.979185119574844
DFW,ABQ,1769,113.04070096099491
DFW,ACT,1565,43.73929712460064
DFW,AEX,956,68.42991631799163
DFW,AMA,1150,72.74695652173914
DFW,ANC,119,412.890756302521
DFW,ASE,309,131.0032362459547
DFW,ATL,7008,128.15182648401827
DFW,AUS,4576,60.09222027972028
DFW,BDL,631,207.72900158478606
DFW,BHM,604,102.15728476821192
DFW,BIS,331,165.0453172205438
DFW,BMI,637,119.2072213500785
DFW,BNA,2702,108.04922279792746
DFW,BOS,3008,218.34640957446808
DFW,BPT,937,70.34685165421558
DFW,BRO,1031,97.46459747817653
DFW,BTR,2273,80.95864496260448
DFW,BWI,1758,178.99829351535837
DFW,CAE,944,142.88771186440678
DFW,CHA,625,119.224
DFW,CHS,243,146.6008230452675
DFW,CID,992,120.68548387096774
DFW,CLE,1544,157.64378238341968
DFW,CLL,1544,55.487046632124354
DFW,CLT,3981,150.16679226325044
DFW,CMH,1486,148.2900403768506
DFW,CMI,326,122.08895705521472
DFW,COS,1064,117.96710526315789
DFW,COU,644,97.86645962732919
DFW,CRP,1434,80.9602510460251
DFW,CRW,141,137.79432624113474
DFW,CVG,2055,135.5493917274939
DFW,DAY,920,138.71521739130435
DFW,DCA,3121,174.58186478692727
DFW,DEN,5993,126.04555314533623
DFW,DRO,790,127.87594936708861
DFW,DSM,833,112.30372148859544
DFW,DTW,2618,159.78456837280368
DFW,EGE,423,139.91016548463358
DFW,ELP,1342,106.57377049180327
DFW,EVV,354,114.68079096045197
DFW,EWR,2450,204.49591836734695
DFW,FAR,363,164.08264462809916
DFW,FAT,610,214.37377049180327
DFW,FLL,2668,166.64992503748127
DFW,FSD,339,126.89085545722713
DFW,FSM,1265,62.094861660079054
DFW,FWA,637,140.1177394034537
DFW,GCK,646,89.00773993808049
DFW,GGG,624,52.34134615384615
DFW,GJT,840,140.7
DFW,GPT,915,96.38360655737705
DFW,GRI,620,112.18548387096774
DFW,GRK,2540,52.144488188976375
DFW,GRR,741,148.25371120107962
DFW,GSO,506,150.28458498023716
DFW,GSP,472,138.72033898305085
DFW,GUC,125,128.664
DFW,HDN,134,141.41044776119404
DFW,HNL,696,510.2557471264368
DFW,HOU,1530,71.78692810457517
DFW,HSV,278,107.28776978417267
DFW,IAD,1286,174.6936236391913
DFW,IAH,3930,70.46972010178116
DFW,ICT,784,81.34566326530613
DFW,IND,1571,128.31126670910248
DFW,JAC,367,172.5558583106267
DFW,JAN,2230,83.20089686098655
DFW,JAX,1243,142.0901045856798
DFW,JFK,554,221.65162454873646
DFW,JLN,651,78.53917050691244
DFW,LAS,4248,178.14218455743878
DFW,LAW,1268,53.37854889589905
DFW,LAX,6564,204.47699573430836
DFW,LBB,688,69.74854651162791
DFW,LCH,758,74.61477572559367
DFW,LEX,751,131.67376830892144
DFW,LFT,1573,79.51875397329943
DFW,LGA,4396,203.25341219290263
DFW,LIT,1280,71.75234375
DFW,LRD,1252,85.13019169329074
DFW,MAF,1107,73.06142728093947
DFW,MCI,2524,95.19492868462757
DFW,MCO,3785,153.20501981505944
DFW,MEI,568,94.45422535211267
DFW,MEM,851,92.21269095182139
DFW,MFE,1423,95.73576950105411
DFW,MGM,953,107.22560335781742
DFW,MHK,968,90.75
DFW,MIA,3641,168.21532546003846
DFW,MKE,991,143.9364278506559
DFW,MLI,911,120.18002195389681
DFW,MLU,936,70.3707264957265
DFW,MOB,936,99.5844017094017
DFW,MSN,906,135.47240618101546
DFW,MSP,2543,145.22178529296107
DFW,MSY,2598,87.89799846035412
DFW,MTJ,94,135.0531914893617
DFW,MYR,62,156.1290322580645
DFW,OAK,333,226.64264264264264
DFW,OGG,499,497.5490981963928
DFW,OKC,2650,60.345283018867924
DFW,OMA,1339,108.32337565347274
DFW,ONT,1421,192.11330049261085
DFW,ORD,7731,144.57599275643514
DFW,ORF,624,174.64743589743588
DFW,PBI,837,162.59378733572282
DFW,PDX,1816,245.70374449339207
DFW,PHL,3564,193.5266554433221
DFW,PHX,4107,157.72266861456052
DFW,PIA,912,117.4484649122807
DFW,PIT,1410,161.9241134751773
DFW,PNS,1130,106.17079646017699
DFW,PSP,712,186.85533707865167
DFW,RAP,505,147.74851485148514
DFW,RDU,1587,159.63768115942028
DFW,RIC,793,169.43505674653215
DFW,RNO,737,213.27951153324287
DFW,ROW,936,93.44123931623932
DFW,RSW,1147,151.56059285091544
DFW,SAF,953,111.26442812172088
DFW,SAN,3259,186.96379257440933
DFW,SAT,4637,69.08798792322622
DFW,SAV,706,144.5155807365439
DFW,SDF,291,121.68384879725086
DFW,SEA,3513,259.40307429547397
DFW,SFO,4498,234.6140506891952
DFW,SGF,2172,80.71086556169429
DFW,SHV,2210,59.56923076923077
DFW,SJC,1496,227.5922459893048
DFW,SJT,1579,62.068397720076
DFW,SJU,585,279.95726495726495
DFW,SLC,2955,169.34822335025382
DFW,SMF,1311,229.09992372234936
DFW,SNA,2841,195.6237240408307
DFW,SPI,570,112.30526315789474
DFW,SPS,1197,52.514619883040936
DFW,STL,2501,101.71291483406637
DFW,TLH,645,128.0046511627907
DFW,TPA,2477,143.25433992733144
DFW,TUL,2594,67.3384734001542
DFW,TUS,2162,144.29324699352452
DFW,TXK,941,55.278427205100954
DFW,TYR,1562,47.738156209987196
DFW,TYS,1598,122.79474342928661
DFW,VPS,1706,115.36928487690504
DFW,XNA,2162,68.2377428307123
DHN,ATL,1246,57.35553772070626
DIK,DEN,335,108.63582089552239
DIK,MSP,590,97.88983050847457
DLG,ANC,77,70.0
DLH,MSP,610,60.12786885245902
DLH,ORD,1070,96.24485981308412
DRO,DEN,560,69.62857142857143
DRO,DFW,788,120.07868020304568
DRO,PHX,687,80.69723435225619
DSM,ATL,925,127.54486486486486
DSM,DEN,1142,118.23292469352015
DSM,DFW,837,124.4599761051374
DSM,DTW,186,106.59139784946237
DSM,EWR,186,157.247311827957
DSM,IAH,503,148.93836978131213
DSM,LAS,333,193.16816816816817
DSM,MDW,633,74.6998420221169
DSM,MSP,238,64.73109243697479
DSM,ORD,2948,83.39145183175035
DSM,PHX,203,185.935960591133
DSM,SLC,74,164.05405405405406
DTW,ABE,697,88.04017216642755
DTW,ACY,145,88.63448275862069
DTW,ALB,495,93.49292929292929
DTW,APN,557,70.245960502693
DTW,ATL,4842,121.91036761668732
DTW,ATW,487,83.8870636550308
DTW,AUS,247,194.76113360323887
DTW,AVP,467,83.20985010706639
DTW,AZO,366,53.486338797814206
DTW,BDL,1347,101.29101707498144
DTW,BGM,260,81.66923076923077
DTW,BGR,310,120.91290322580645
DTW,BHM,584,119.35616438356165
DTW,BMI,136,82.1470588235294
DTW,BNA,1979,98.69429004547752
DTW,BOS,3391,113.3370687112946
DTW,BTV,519,102.89210019267823
DTW,BUF,794,68.64609571788414
DTW,BWI,2399,94.05794080867028
DTW,CAK,189,57.73015873015873
DTW,CHA,438,105.72602739726027
DTW,CHS,282,131.71985815602838
DTW,CID,724,100.48895027624309
DTW,CIU,599,76.72954924874792
DTW,CLE,674,54.602373887240354
DTW,CLT,3073,109.82850634559063
DTW,CMH,160,60.43125
DTW,CVG,391,70.32480818414322
DTW,DAL,115,177.69565217391303
DTW,DAY,413,62.27845036319613
DTW,DCA,1691,90.74039030159669
DTW,DEN,2679,192.6334453154162
DTW,DFW,2609,178.50134151015715
DTW,DSM,218,117.30733944954129
DTW,ELM,1421,71.100633356791
DTW,ERI,101,62.07920792079208
DTW,ESC,559,82.59928443649373
DTW,EVV,767,86.42894393741851
DTW,EWR,2113,105.95314718409844
DTW,FLL,2619,181.10652920962198
DTW,FWA,996,55.60341365461847
DTW,GRB,653,79.48085758039817
DTW,GRR,1341,52.7158836689038
DTW,GSO,404,100.33910891089108
DTW,GSP,222,105.5945945945946
DTW,HPN,139,105.99280575539568
DTW,HSV,89,113.11235955056179
DTW,IAD,693,91.04040404040404
DTW,IAH,1992,187.3870481927711
DTW,IND,803,70.39227895392278
DTW,JAX,233,139.16309012875536
DTW,JFK,300,115.98
DTW,LAN,432,47.807870370370374
DTW,LAS,2929,266.2164561283715
DTW,LAX,2000,304.6065
DTW,LEX,496,77.8225806451613
DTW,LGA,4308,105.67246982358402
DTW,LIT,277,133.0072202166065
DTW,MBS,432,51.6087962962963
DTW,MCI,1419,125.65468639887244
DTW,MCO,2632,156.75493920972644
DTW,MDT,524,84.05343511450381
DTW,MDW,2760,73.59492753623188
DTW,MEM,443,120.30699774266365
DTW,MHT,372,108.04838709677419
DTW,MIA,1197,187.8421052631579
DTW,MKE,1720,74.23023255813953
DTW,MLI,215,94.43255813953489
DTW,MSN,1419,77.02607470049331
DTW,MSP,2643,114.65418085508891
DTW,MSY,980,158.0734693877551
DTW,MYR,384,112.2578125
DTW,OKC,324,159.53086419753086
DTW,OMA,648,127.71296296296296
DTW,ORD,4166,82.18963034085454
DTW,ORF,533,109.33395872420263
DTW,PBI,363,176.27548209366392
DTW,PDX,223,292.0269058295964
DTW,PHL,1974,102.39057750759878
DTW,PHX,2707,261.05578130772074
DTW,PIA,366,84.72677595628416
DTW,PIT,623,64.92616372391653
DTW,PLN,738,71.0
DTW,PVD,790,110.27341772151898
DTW,PWM,517,112.5009671179884
DTW,RDU,926,102.40820734341253
DTW,RIC,871,97.02985074626865
DTW,ROC,302,76.33774834437087
DTW,RSW,1610,173.63726708074535
DTW,SAN,707,291.83026874115984
DTW,SAT,456,203.23684210526315
DTW,SAV,158,125.30379746835443
DTW,SBN,1294,60.26816074188562
DTW,SCE,210,75.94761904761904
DTW,SDF,77,82.7012987012987
DTW,SEA,1894,294.08922914466734
DTW,SFO,1307,313.14307574598314
DTW,SLC,1386,237.44805194805195
DTW,SRQ,75,176.12
DTW,STL,1330,100.46691729323308
DTW,SYR,257,82.1284046692607
DTW,TPA,2127,158.9106723084156
DTW,TTN,217,93.49308755760369
DTW,TUL,225,146.3022222222222
DTW,TVC,754,68.01193633952255
DTW,TYS,66,94.78787878787878
DVL,DEN,228,121.44736842105263
DVL,JMS,256,41.7421875
DXB,DFW,1,923.0
DXB,EWR,1,894.0
DXB,IAD,1,848.0
DXB,YUL,1,804.0
EAU,ORD,645,78.9984496124031
ECP,ATL,2017,72.73326722855727
ECP,BNA,590,79.54237288135593
ECP,BWI,208,130.96153846153845
ECP,DAL,152,127.36842105263158
ECP,HOU,490,114.18367346938776
ECP,IAH,532,117.87406015037594
ECP,STL,164,105.97560975609755
EGE,ATL,97,183.24742268041237
EGE,DFW,423,127.39243498817967
EGE,EWR,107,243.15887850467288
EGE,IAH,133,153.28571428571428
EGE,JFK,107,250.8785046728972
EGE,LAX,105,133.52380952380952
EGE,MIA,124,244.33064516129033
EGE,ORD,103,158.83495145631068
EKO,SLC,522,54.23371647509578
ELM,DTW,1416,82.47810734463278
ELM,ORD,591,123.31302876480541
ELP,ATL,698,183.56876790830947
ELP,AUS,860,88.84302325581395
ELP,DAL,1264,95.99287974683544
ELP,DEN,866,113.78175519630484
ELP,DFW,1339,105.66392830470501
ELP,HOU,915,108.53551912568307
ELP,IAH,1583,117.14276689829438
ELP,LAS,650,107.79230769230769
ELP,LAX,911,128.36772777167948
ELP,ORD,559,184.80858676207512
ELP,PHX,1447,77.9239806496199
ELP,SAT,786,83.74045801526718
ERI,DTW,101,69.03960396039604
ERI,ORD,619,95.61873990306947
ESC,DTW,557,76.99640933572711
EUG,DEN,622,158.40836012861737
EUG,LAX,509,135.37524557956777
EUG,SFO,1831,96.29382850901148
EUG,SLC,624,110.53365384615384
EVV,ATL,952,84.38025210084034
EVV,DFW,350,132.5742857142857
EVV,DTW,767,86.63494132985659
EVV,ORD,1678,86.25625744934446
EWN,ATL,570,93.26140350877193
EWR,ALB,164,64.98780487804878
EWR,AMA,1,239.0
EWR,ATL,5025,152.59661691542289
EWR,AUS,914,250.60722100656454
EWR,AVL,169,116.42603550295858
EWR,AVP,52,54.26923076923077
EWR,BDL,428,56.27803738317757
EWR,BNA,1873,150.42445274959957
EWR,BOS,4363,72.62846665138666
EWR,BQN,288,232.22569444444446
EWR,BTV,542,75.54981549815498
EWR,BUF,511,82.9706457925636
EWR,BWI,236,67.52118644067797
EWR,BZN,1,269.0
EWR,CAK,114,99.82456140350877
EWR,CHS,1226,127.56769983686786
EWR,CLE,1562,102.09282970550576
EWR,CLT,4059,117.53239714215324
EWR,CMH,881,110.02043132803632
EWR,CVG,1455,131.34639175257732
EWR,DAY,719,120.67454798331015
EWR,DCA,1413,75.95470629865534
EWR,DEN,2607,266.777138473341
EWR,DFW,2542,237.70535011801732
EWR,DSM,203,183.01477832512316
EWR,DTW,2101,120.70061875297478
EWR,EGE,110,287.1636363636364
EWR,FLL,3399,184.93174463077375
EWR,GRR,340,128.50588235294117
EWR,GSO,829,101.72858866103739
EWR,GSP,657,122.97260273972603
EWR,HNL,328,666.0701219512196
EWR,HOU,848,243.30778301886792
EWR,IAD,707,79.5007072135785
EWR,IAH,3304,233.8226392251816
EWR,IND,1183,135.69991546914625
EWR,JAX,998,154.06212424849699
EWR,LAS,1692,342.8238770685579
EWR,LAX,4563,371.6329169406092
EWR,MCI,637,198.98587127158555
EWR,MCO,4728,169.01269035532994
EWR,MDW,1737,148.00230282095566
EWR,MEM,984,178.84451219512195
EWR,MHT,689,69.8432510885341
EWR,MIA,2688,189.82552083333334
EWR,MKE,1053,146.12345679012347
EWR,MSN,315,153.84761904761905
EWR,MSP,1271,187.36034618410702
EWR,MSY,1077,202.31012070566388
EWR,OKC,151,225.24503311258277
EWR,OMA,558,198.71505376344086
EWR,ORD,3634,155.90341221794165
EWR,ORF,651,82.08602150537635
EWR,PBI,2533,175.94315041452822
EWR,PDX,319,373.3636363636364
EWR,PHX,2079,327.07744107744105
EWR,PIT,412,88.79854368932038
EWR,PVD,382,62.24083769633508
EWR,PWM,574,76.85714285714286
EWR,RDU,881,100.32236095346198
EWR,RIC,926,84.08855291576674
EWR,ROC,730,81.07534246575342
EWR,RSW,1366,189.83162518301611
EWR,SAN,978,367.84560327198363
EWR,SAT,253,261.29249011857706
EWR,SAV,635,142.3527559055118
EWR,SBN,308,132.61363636363637
EWR,SDF,599,138.80133555926545
EWR,SEA,1484,373.010781671159
EWR,SFO,4976,384.3745980707395
EWR,SJU,1185,236.50379746835443
EWR,SLC,291,314.3024054982818
EWR,SNA,719,371.6119610570236
EWR,SRQ,97,182.340206185567
EWR,STL,1764,168.22052154195012
EWR,STT,238,250.95378151260505
EWR,SYR,482,72.14730290456431
EWR,TPA,2090,177.82631578947368
EWR,TYS,282,132.86524822695034
EWR,XNA,220,202.09545454545454
EYW,ATL,1419,120.66737138830162
EYW,MIA,539,44.26159554730983
EZE,JFK,1,596.0
FAI,ANC,664,61.50903614457831
FAI,MSP,124,312.69354838709677
FAI,ORD,74,351.0
FAI,SEA,1315,212.66692015209125
FAR,DEN,1214,123.43986820428336
FAR,DFW,360,167.01388888888889
FAR,MSP,1710,65.94970760233919
FAR,ORD,2042,116.26542605288932
